name,ID,bio
Coals,Coals,"Coals is one of the children of the forest in service to the last greenseer. Their true name is too long for the human tongue, according to Leaf."
Cohollo,Cohollo,Cohollo is a bloodrider to Khal Drogo. Cohollo saved Drogo from sellswords when he was still young.
Coldhands,Coldhands,"Coldhands is a mysterious figure from beyond the Wall. ""Coldhands"" is a name given to him by Samwell_Tarly; his actual name is unknown. In the television adaptation Game of Thrones, Coldhands is merged with Benjen_Stark and portrayed by Joseph Mawle.[N 1]"
Colemon,Colemon,"Colemon is a maester in service to House Arryn at the Eyrie. As the maester in service to Jon_Arryn, Lord of the Eyrie, Colemon stayed in King's Landing during Jon's time in the capital as Hand of the King to Robert_I_Baratheon. When Jon became ill with stomach pain, Colemon purged him with wasting potions and pepper juice. Pycelle, the Grand Maester at the Red Keep, sent Colemon away, but Lord Arryn's condition continued to worsen and he soon died. After Jon's death, Colemon returned to the Eyrie with the rest of Lady Lysa_Arryn's household."
Colen of Greenpools,Colen_of_Greenpools,"Colen of Greenpools is a knight from Greenpools. In the television adaptation Game of Thrones, Colen is portrayed by Darren Killeen."
Colin Florent,Colin_Florent,"Colin Florent is a knight from House Florent and the younger brother to Alester_Florent, Lord of Brightwater Keep. During the wedding of his niece Selyse_Florent and Lord Stannis_Baratheon, Colin's daughter Delena_Florent bedded King Robert_I_Baratheon. The match led to the birth of Edric_Storm, whom Robert acknowledged due to Delena's highbirth. Lord Tywin_Lannister once offered to betroth his son Tyrion_Lannister to Delena, though Colin instead married her to Ser Hosman_Norcross, one of his household knights."
Collio Quaynis,Collio_Quaynis,Collio Quaynis is a Tyroshi singer.
Colloquo Votar,Colloquo_Votar,"Colloquo Votar was a Volantene adventurer and the author of the Jade Compendium, a collection of stories and legends from the east. At some point in his life, Colloquo traveled east and visited all the lands of the Jade Sea."
Colmar Frey,Colmar_Frey,"Colmar Frey is the twentieth son of Lord Walder_Frey, the second son born of his marriage to Annara_Farring. However, the rumor at the Twins is that Annara Farring was sleeping with Walder_Frey_(son_of_Ryman), making Colmar's parentage dubious. Colmar is promised to the Faith."
Conn,Conn,"Conn, known as Conn son of Coratt because of Coratt, is a member of the Stone Crows, one of the Vale mountain clans found in the Mountains of the Moon."
Conwy,Conwy,"Conwy[N 1] is a recruiter or wandering crow of the Night's Watch. Jeor_Mormont, Lord Commander of the Night's Watch, would be willing to have Yoren or Conwy collect Craster's sons, but the Night's Watch instead allows Craster to give his sons to the wood so that Craster's Keep remains a refuge beyond the Wall."
Coratt,Coratt,Coratt is one of the Stone Crows from the Mountains of the Moon in the Vale of Arryn. He is the father of Conn.
Lady Corbray,Lady_Corbray,"Lady Corbray is a merchant's daughter who becomes the second wife of Lyonel_Corbray, the Lord of Heart's Home and the head of House Corbray. Her given name is unknown. Lady Corbray is the sixteen-year-old daughter of a rich Gulltown merchant of lowborn birth."
Lord Corbray (father of Lyonel),Lord_Corbray_(father_of_Lyonel),"Lord Corbray was the Lord of Heart's Home and the head of House Corbray during Robert's Rebellion. Lord Corbray fought for Lord Robert Baratheon during the Battle of the Trident. He was wounded during the battle and his eldest son and heir, Lyonel_Corbray, carried him back to the maesters in the rear, while his second son, Ser Lyn_Corbray, grabbed his sword, Lady Forlorn, and led a charge against the Dornishmen led by Prince Lewyn_Martell. Lord Corbray was eventually succeeded by Lyonel, but gave Lady Forlorn to Lyn."
Corenna Swann,Corenna_Swann,"Corenna Swann was a noblewoman of House Swann during the reign of King Aegon_V_Targaryen. She was the first wife of Ser Stevron_Frey, and had one son by him, Ser Ryman_Frey. Corenna died of a wasting illness."
Corliss Penny,Corliss_Penny,"Corliss Penny is a knight of House Penny, and a supporter of Stannis_Baratheon."
Corlos,Corlos,"Corlos is a figure from the Dawn Age and the founder of House Casterly. His father's name was Caster. According to legend, Corlos was a huntsman who lived in a village near to where Lannisport would eventually stand. When a lion began preying on the village's sheep, Corlos tracked it back to its den, a cave in the base of the Rock. Armed with only a spear, he slew the lion and his mate, but spared the newborn cubs. This act of mercy so pleased the old gods that they sent a sudden ray of sunlight deep into the cave, revealing the gleam of yellow gold in a vein as thick as a man's waist. Maester Yandel believes Corlos soon moved inside the cave and fortified its entrance and as centuries passed, his descendants delved deeper and deeper into the earth to mine the gold but also carving halls, galleries and tunnels, transforming the gigantic Rock into a castle that dwarfed every other seat in Westeros."
Corlys Velaryon,Corlys_Velaryon,"Corlys Velaryon, known as the Sea Snake, was a fabled Lord of the Tides, Master of Driftmark, and head of House Velaryon. In his younger years he made nine great voyages on Sea Snake, a ship he designed and built himself. Corlys was the husband of Princess Rhaenys_Targaryen_(daughter_of_Aemon), the Queen Who Never Was. During the Dance of the Dragons, he became Hand to Queen Rhaenyra_Targaryen. In the television adaptation House of the Dragon, Corlys is portrayed by Steve Toussaint. Corlys was born in 53 AC at Driftmark to Corwyn_Velaryon and his lady wife. Corwyn in turn was the eldest son of Lord Daemon_Velaryon_(son_of_Aethan). He was named after his great-granduncle, Ser Corlys_Velaryon_(son_of_Daemon), who served King Aegon_I_Targaryen as the first Lord Commander of the Kingsguard. Corlys took to the sea at a young age, first crossing the narrow sea to Pentos with an uncle when he was only six. Corlys would make such voyages every year that followed, working on the ships as a member of the crew. According to the captains he served under, they had never seen such a natural sailor as Corlys. He became a captain himself at the age of sixteen, when he sailed the Cod Queen from Driftmark to Dragonstone and back. By the age of twenty-three, Corlys was already a celebrated mariner. Corlys sailed to Oldtown, Lannisport, Lordsport, Lys, Tyrosh, Pentos, and Myr. He sailed the Summer Maid to Volantis and the Summer Isles, and he took Ice Wolf to Braavos, Eastwatch-by-the-Sea, Hardhome, Lorath, and the Port of Ibben. He also took Ice Wolf beyond the Wall, but was unsuccessful in finding a northerly route in the Shivering Sea around Westeros. Corlys was knighted at some point. Corlys sailed aboard his Sea Snake, a ship he designed and built, on nine great voyages to Essos. During his first voyage, he sailed beyond the Jade Gates at Qarth to Yi Ti and Leng. Corlys returned with treasures like silk, spices, and jade, doubling the wealth of House Velaryon. His second voyage took him to Asshai, where he ""lost his love and half his crew"", according to the stories. At Asshai, Corlys also saw a ship docked in the harbor that he believed to have been the Sun Chaser of Elissa_Farman. Corlys's third voyage led to him becoming the first Westerosi to navigate the Thousand Islands in the Shivering Sea and visit Nefer in N'ghai and Mossovy. During his ninth voyage on Sea Snake, Corlys filled the ship's hold with gold and bought twenty more ships at Qarth, loading them with spices, elephants, and silk. Only fourteen ships reached Driftmark and all the elephants died, but Corlys became vastly wealthy from the venture. He took his nickname ""Sea Snake"" from his famous ship. Corlys's expeditions on the Sea Snake have been described by Maester Mathis in his book The Nine Voyages."
Corlys Velaryon,Corlys_Velaryon_(son_of_Daemon),"Corlys Velaryon  was a knight from House Velaryon and a son of Daemon_Velaryon, the Lord of the Tides and Master of Driftmark. He was a younger brother to Aethan_Velaryon. Corlys was the first Lord Commander of the Kingsguard. After a Dornish assassination attempt on the king, Corlys was chosen by Queen Visenya_Targaryen to be the first Lord Commander of the Kingsguard when the order was founded in 10 AC by King Aegon_I_Targaryen, a position in which he served nobly and with honor until the end of his days. Lord Corlys_Velaryon, a famed descendant known as the Sea Snake, was named after Ser Corlys of the Kingsguard, his great-great uncle."
Corsair king,Corsair_king,"A corsair king, a leader of pirates, is reported as being active in the Summer Sea."
Cortnay Penrose,Cortnay_Penrose,"Cortnay Penrose is a knight of House Penrose. The son of Lord Penrose, he is named by Renly_Baratheon as castellan of Storm's End. While Lord Renly_Baratheon was performing his duties in King's Landing as master of laws, Ser Cortnay was named the castellan of Storm's End. He took a part in raising Edric_Storm, the acknowledged bastard of Renly's brother, King Robert_I_Baratheon. Cortnay first met Brienne of Tarth when she was a child while visiting Evenfall Hall, and again when Lord Selwyn_Tarth sent her to Storm's End. Lord Mathis_Rowan considers Ser Cortnay to be a seasoned battle commander."
Corwin Rogers,Corwin_Rogers,Corwin Rogers was a knight from House Rogers during the reign of King Daeron_II_Targaryen. Corwin was present at the tourney at Ashford Meadow in 209 AC.
Corwyn Corbray,Corwyn_Corbray,"Corwyn Corbray was a knight from House Corbray during the civil war known as the Dance of the Dragons and the regency of King Aegon_III_Targaryen. During the regency, Corwyn became one of Aegon III's regents, whilst his older brother, Lord Leowyn_Corbray, was the Protector of the Realm. Born in 100 AC, Ser Corwyn was the second son of the Lord of Heart's Home, and a younger brother of Leowyn_Corbray. A famed knight, his lord father had gifted him Lady Forlorn, the ancient Valyrian steel sword of House Corbray. Corwyn had two daughters from his first marriage. By the time of the Dance of the Dragons, his wife had passed, however. At the Eyrie, he met Rhaena_Targaryen_(daughter_of_Daemon), a ward of Lady Jeyne_Arryn, growing close to the Targaryen princess."
Corwyn Velaryon,Corwyn_Velaryon,"Corwyn Velaryon was the eldest son and heir of Lord Daemon_Velaryon_(son_of_Aethan), the Lord of the Tides and the head of House Velaryon during the reign of King Maegor_I_Targaryen and King Jaehaerys_I_Targaryen. When King Jaehaerys_I_Targaryen and Queen Alysanne_Targaryen flew their dragons to Driftmark and toured the shipyards, they were escorted by Corwyn and his brothers Jorgen_Velaryon and Victor_Velaryon. As Corwyn predeceased his father, his eldest son, Ser Corlys_Velaryon, succeeded Lord Daemon as the Lord of the Tides and Master of Driftmark."
Coryanne Martell,Coryanne_Martell,"Coryanne Martell was a noblewoman from House Martell during the regency of King Aegon_III_Targaryen. She was a younger daughter of Qoren_Martell, Prince of Dorne, and younger sister of Aliandra_Martell, Princess of Dorne. Coryanne and her brother, Prince Qyle_Martell, were angered by the attentions their flirtatious older sister, Princess Aliandra, lavished upon Lord Alyn_Velaryon."
Coryanne Wylde,Coryanne_Wylde,"Coryanne Wylde was a noblewoman from House Wylde during the early reign of King Jaehaerys_I_Targaryen. The events of her life are a matter of dispute between historical records and her alleged biography, a scandalous book called A Caution for Young Girls. Coryanne Wylde was the daughter of Lord Morgan_Wylde of the Rain House. At the age of thirteen, she was deflowered by a ""Surly_lad"" from the stables. According to A Caution for Young Girls, her lover was a handsome boy her own age, but according to the Rain House maester, he was thirty years old and pox-scarred. Per both accounts, he was gelded and sent to the Wall shortly afterwards. Coryanne was confined to her chambers, where in 48 AC, she gave birth to a bastard son, who was soon sent away to Storm's End to be fostered by a castle steward and his wife. Few beyond the walls of the Rain House knew of her shame. In 50 AC, Coryanne was summoned to King's Landing. Queen Regent Alyssa_Velaryon was sending septas and girls of noble birth to Dragonstone to be a household for her daughter, Princess Alysanne_Targaryen, and Coryanne was chosen as a representative of the stormlands. When the raven came for Coryanne, her mother told her to let everyone believe she was a maiden, and to never speak of her child. However, the truth was that Queen Alyssa and the Hand of the King, Lord Rogar_Baratheon, were attempting to undo the secret marriage of young King Jaehaerys_I_Targaryen and his sister-wife Alysanne, which at the time was unconsummated, and the ladies' mission was to try and persuade Alysanne to annul the marriage. It is not certain why Coryanne was included, but A Caution for Young Girls states that Lord Rogar or his brother, Ser Borys_Baratheon, placed Coryanne among these ladies with the instruction to bed King Jaehaerys, in order to anger Alysanne into undoing the marriage. If this was the case, the attempt failed. On the fifteenth day of the sixth moon of 50 AC, Coryanne eloped with the married Ser Howard_Bullock, the younger son of the Merrell_Bullock. A fishing boat carried them to Driftmark, where they took ship to Pentos, and then to the Disputed Lands, where Ser Howard joined the Free Company. In 53 AC, he died in Myr from a fall from his horse after a night of drinking, and Coryanne was left alone and penniless. The rest of Coryanne's life has not been recorded in history, but it is believed the tales she told to the sellswords of the Free Company and the magisters of Pentos helped spread gossip across the narrow sea about the marriage of Jaehaerys and Alysanne."
Cosgrove,Cosgrove,"Cosgrove was the steward of House Butterwell during the reign of King Aerys_I_Targaryen. During the wedding tourney at Whitewalls, Cosgrove acted as the master of the games. Ser Duncan_the_Tall sent his squire, Aegon_V_Targaryen, to meet with Cosgrove and enter the hedge knight in the lists as a mystery knight called the Gallows Knight. Ser Uthor_Underleaf bribed Cosgrove for favorable matches. Cosgrove was reluctant to admit Ser Glendon_Flowers to Lord Ambrose_Butterwell's feast within Whitewalls, insisting that Ser Quentyn_Ball did not have a son and disregarding Glendon's claim of having been knighted by Ser Morgan_Dunstable. Ser Kirby_Pimm spoke with Cosgrove, however, and Glendon was eventually allowed to attend the feast."
Cossomo,Cossomo,Cossomo the Conjurer is a patron of the Happy Port.
Lord Costayne (Daeron II),Lord_Costayne_(Daeron_II),"Lord Costayne was the Lord of the Three Towers and the head of House Costayne during the reign of King Daeron_II_Targaryen. Lord Costayne supported Daemon_I_Blackfyre during his rebellion in 196 AC. He fought on the left side of the Blackfyre host at the Battle of the Redgrass Field. As a young boy, Prince Aegon_V_Targaryen would re-enact the battle with his brother Aemon_Targaryen_(son_of_Maekar_I) using small painted soldiers and banners. From these childhood games, he recognized the previous Lord Costayne and his lineage as Blackfyre rebels and knew where their forces fought in the battle. By 212 AC, Lord Costayne had been succeeded as head of the house by his Lord_Costayne_(Aerys_I)."
Lord Costayne (Aerys I),Lord_Costayne_(Aerys_I),"Lord Costayne was the Lord of the Three Towers and the head of House Costayne during the reign of King Aerys_I_Targaryen. He was married to one of Lord Ambrose_Butterwell's daughters. During the First Blackfyre Rebellion, Lord Costayne's Lord_Costayne_(Daeron_II) fought for Daemon_I_Blackfyre in the Battle of the Redgrass Field. In 212 AC, Lord Costayne came with his retinue to Whitewalls to attend the wedding of his father-in-law, Lord Ambrose_Butterwell, and his second wife, the daughter of Lord_Frey. On his way, Lord Costayne had to cross the Gods Eye via a ferry. He quarreled with Lord_Shawney on the matter of which lord should cross first; Shawney argued that as the older of the two he should go first, whereas Costayne believed that as his House was nobler then Shawney's, he had the precedence. During the wedding feast, Lord Costayne was seated on the dais. The next day, he competed in the wedding tourney, but lost to Ser Glendon_Flowers. He sent his squire to ransom the sorrel he lost but Glendon decided to keep the horse. The angry lord told Glendon he had no right to use Quentyn_Ball's coat of arms. When Glendon was falsely accused of stealing a dragon egg, Lord Costayne advocated for Glendon to die. The fate of Lord Costayne following the arrival at Whitewalls of the Hand of the King, Brynden_Rivers, and the suppression of the Second Blackfyre Rebellion is unknown."
Cotter Pyke,Cotter_Pyke,"Cotter Pyke is a member of the Night's Watch and the commander of Eastwatch-by-the-Sea. Cotter is the bastard son of a tavern wench from the Iron Islands. According to Ser Denys_Mallister, Cotter has been violent since his childhood. He is a veteran of many battles."
Courtenay Greenhill,Courtenay_Greenhill,Courtenay Greenhill is knight of House Greenhill. He is a household knight in King's Landing.
Crackbones,Crackbones,"Crackbones is a legendary hero from Crackclaw Point. His given name is unknown. Old Crackbones is remembered for bringing peace to Crackclaw Point before Aegon's Conquest, though the peace did not last long beyond his death. Crackbones allegedly tied the neck of a dragon into a knot."
Craghas Drahar,Craghas_Drahar,"Craghas Drahar, called Craghas Crabfeeder, was a prince admiral from Myr who served the Triarchy. In the television adaptation House of the Dragon, Craghas is portrayed by Daniel Scott-Smith. The Triarchy—the alliance of Lys, Myr, and Tyrosh—drove Volantis from the Disputed Lands with the Battle of the Borderland in 96 AC. Craghas then led the Triarchy's armies and fleets in conquering the Stepstones from the islands' nests of pirates and outlaws. During this campaign he earned his sobriquet, ""Craghas Crabfeeder"", by ordering hundreds of pirates staked out on beaches to drown in the rising tide, with their bodies then consumed by crabs. For a time the Westerosi lords were pleased by the pirates' defeat, and were happy to pay the Triarchy's tolls for safe passage. Several years later, however, the avarice of Craghas and his Lysene and Tyroshi co-admirals had driven up the tolls to outrageous levels. Corlys_Velaryon, Lord of the Tides, was most hurt by these tolls, and he partnered with the glory-hungry Prince Daemon_Targaryen to drive the Triarchy's forces from the Stepstones and carve out a realm, attacking in 106 AC. The forces of the Triarchy lost many battles over the next two years during the War for the Stepstones, before Craghas was finally defeated in battle by Daemon, who beheaded him with his Valyrian steel longsword, Dark Sister."
Craghorn Hoare,Craghorn_Hoare,"Craghorn Hoare, known as Craghorn of the Red Smile, was a King of the Iron Islands from House Hoare. The Hoare kings of his era were opposed by the priests of the Drowned God because of their support for the Faith of the Seven, discouraging of reaving, and promotion of trade."
Cragorn,Cragorn,Cragorn is a member of Euron_Greyjoy's crew aboard the Silence.
Crake the Boarkiller,Crake_the_Boarkiller,Crake the Boarkiller is a legendary figure from the Age of Heroes that founded House Crakehall.
Craster,Craster,"Craster is a wildling and is the master of Craster's Keep, located beyond the Wall. Despite his unsavory reputation, he is regarded as a friend to the Night's Watch. In the television adaptation Game of Thrones, Craster is portrayed by Robert Pugh. Craster is the bastard son of a man of the Night's Watch and a wildling woman from the village of Whitetree. His father abandoned his mother after Craster was conceived, and when his mother tried to bring him to Castle Black, she was chased off by members of the Watch. His father's name is never mentioned. Craster's Keep is located in the haunted forest, where he lives with his nineteen wives, and he has other daughters too young to wed. Any sons he has are sacrificed to cold gods. Jeor_Mormont, Lord Commander of the Night's Watch, once gifted Craster with a crossbow. Craster cut out the tongue of an envoy sent by Mance_Rayder, King-Beyond-the-Wall. Gilly drank sweet mead when she wed Craster in the summer."
Crawn,Crawn,"Crawn, known as Crawn son of Calor because of Calor, is a member of the Moon Brothers, one of the Vale mountain clans."
Cregan Karstark,Cregan_Karstark,"Cregan  Karstark is a member of House Karstark. He is the eldest son of Arnolf_Karstark and the cousin of Rickard_Karstark, Lord of Karhold."
Cregan Stark,Cregan_Stark,"Cregan Stark, known as the Wolf of the North and later in life the Old Man of the North, was the Lord of Winterfell and head of House Stark during the reigns of kings Viserys_I_Targaryen, Aegon_II_Targaryen, Aegon_III_Targaryen and Daeron_I_Targaryen. He briefly served as Hand of the King for Aegon III after the Dance of the Dragons, a series of days that would be remembered as the Hour of the Wolf. In the television adaptation House of the Dragon, Cregan is portrayed by Tom Taylor. Cregan was born in 108 AC as the eldest son of Rickon_Stark_(son_of_Benjen), Lord of Winterfell and Warden of the North, and Lady Gilliane_Glover. He had a younger brother, who died in 119 AC, and, according to The Testimony of Mushroom, a bastard half-sister, Sara_Snow. When Lord Rickon passed away in 121 AC, he was succeeded by the thirteen-year-old Cregan. Rickon's brother, Bennard_Stark, ruled the north as regent during Cregan's minority. Bennard was slow to relinquish power when Cregan turned sixteen and came of age in 124 AC, however, and relations were tense between uncle and nephew. In 126 AC, Cregan took up rule of the north by having Bennard and his three sons imprisoned. The young lord then married Lady Arra_Norrey, a friend from childhood, but she died in 128 AC while giving birth to a son. Cregan named his infant heir Rickon_Stark_(son_of_Cregan) after his late father."
Cregard Stark,Cregard_Stark,"Cregard Stark was a member of House Stark during the latter half of the second century after Aegon's Conquest. He was the younger twin brother of Torrhen_Stark_(son_of_Edric), and the youngest son of Edric_Stark_(son_of_Cregan) and Serena_Stark.[N 1]"
Creighton Longbough,Creighton_Longbough,Creighton Longbough is a hedge knight. His coat of arms is a green field with a brown chief. His traveling partner is Ser Illifer the Penniless.
Creighton Redfort,Creighton_Redfort,Creighton Redfort is a knight of House Redfort and is the son of Lord Horton_Redfort.
Cressen,Cressen,"Cressen is a maester of the Citadel in service to Stannis_Baratheon, Lord of Dragonstone. He is the POV character in the prologue of A Clash of Kings. In the television adaptation Game of Thrones, Cressen is portrayed by Oliver Ford Davies. At some point, Cressen and Walgrave knew each other. Maester Cressen served as the maester of Storm's End. In 278 AC, following the wreck of the Windproud in Shipbreaker Bay, Cressen helped identify the deceased. When the fool Patchface washed ashore three days after the shipwreck, Ser Harbert, the castellan of Storm’s End at the time, suggested that the mad boy be given the gift of mercy with milk of the poppy, but Cressen refused to agree. In the end, Cressen won the argument. Because Lord Steffon_Baratheon and his wife Cassana_Estermont had died in the wreck, Cressen raised the Baratheon children. His favorite was Stannis_Baratheon, who needed Cressen more because he lacked the charm of his brothers. Cressen came to regard Stannis as the son he never had. Cressen was at Storm's End when it was besieged during Robert's Rebellion in 282–263 AC. When Ser Gawen_Wylde and three other knights were caught trying to sneak out a postern gate to surrender, Stannis, who held command, prepared to have them hurled at the Tyrell host via catapult. Cressen convinced him instead to imprison the men, pointing out that the castle might at some point be forced to eat their dead, and the four knights were ""good meat"". Cressen attended the knighting of Ser Davos_Seaworth by Stannis after the siege. When Stannis was named Lord of Dragonstone by his brother, King Robert_I_Baratheon, Cressen followed him to the ancient stronghold. Circa 289–290 AC, Stannis's infant daughter Shireen_Baratheon contracted greyscale. Though Cressen was able to save her life, the disease almost killed her, and left her disfigured. Cressen feels that her sadness is a mark of his failure. In 297 AC, Cressen fell and broke his hip, and afterwards was no longer able to climb to the rookery. In 298 AC, when Cressen fell ill, the Citadel sent young Maester Pylos to Dragonstone. It was said that he was to be Cressen's assistant, but Cressen was aware that truly meant that Pylos was to be his replacement after he died."
Lord Cressey,Lord_Cressey,"Lord Cressey was the head of House Cressey during the regency of King Aegon_III_Targaryen. Lord Cressey was one of the six lords who accompanied Lord Manfryd_Mooton to Braavos in 133 AC. As the Crown's envoy, Manfryd was tasked to make peace with the Sealord of Braavos after the recent conflict between the Free City and Lord Alyn_Velaryon. While Manfryd treated with the Sealord, Lord Cressey spread bribes among the Braavosi keyholders, magisters, and other notables."
Crey,Crey,"Crey was an archmaester of the Citadel during the late reign of Jaehaerys_I_Targaryen. Archmaester Crey is dismissive of the story told by Coryanne_Wylde in a A Caution for Young Girls that she was ordered by Lord Rogar_Baratheon to try and seduce King Jaehaerys while he was in his minority on Dragonstone. Crey insists that it was a calumny to try and blacken Lord Rogar's name and suspects that Rogar's traitorous brother, Ser Borys_Baratheon was the one who started the lie."
Creylen,Creylen,Creylen is a maester of the Citadel assigned to Casterly Rock.
Crispian Celtigar,Crispian_Celtigar,"Crispian Celtigar was a member of House Celtigar during the reign of King Aegon_I_Targaryen. He served as the first master of coin. The Celtigars were closely allied with House Targaryen of Dragonstone and House Velaryon of Driftmark, families of Valyrian descent. Crispian was a vassal of the Targaryens and joined his strength to Lord Aegon_I_Targaryen when he sought to conquer the Seven Kingdoms of Westeros. After Aegon was crowned as King of All Westeros, he established the first small council and Crispian was named the first master of coin. In that office, he advised Aegon on matters relating to taxation, debts, and incomes."
Criston Cole,Criston_Cole,"Criston Cole was a knight from House Cole who rose to become Lord Commander of the Kingsguard for Viserys_I_Targaryen. His relationship with Viserys's daughter, Princess Rhaenyra_Targaryen, was first friendly and then adversarial. Criston convinced Viserys's son, Prince Aegon_II_Targaryen, to claim the rule of the Seven Kingdoms as his father lay dead. This led to the Dance of the Dragons, a civil war between Aegon II and his elder half-sister, Rhaenyra, whom Viserys had long groomed as his successor. For this the knight became known as Criston the Kingmaker. Criston also served as Hand of the King for Aegon II during part of the war. In the television adaptation House of the Dragon, Criston is portrayed by Fabien Frankel. Ser Criston was the son of Lord Dondarrion's steward; according to a semi-canon source, Criston was common-born. In 104 AC, Criston won a melee at the tourney at Maidenpool to celebrate the ascension of King Viserys_I_Targaryen to the Iron Throne, drawing the attention of the royal court by knocking Dark Sister from the hands of Prince Daemon_Targaryen with his morningstar. He gave the victor's laurel to the seven-year-old Princess Rhaenyra_Targaryen, whose favor he wore while unhorsing Daemon in the joust, as well as the twins Ser Arryk_Cargyll and Ser Erryk_Cargyll of the Kingsguard, before being unhorsed by Lord Lymond_Mallister. Thereafter, King Viserys indulged Rhaenyra by naming Criston her personal sworn shield. In 105 AC, the twenty-three-year-old Criston became a member of the Kingsguard, taking the place of the legendary Ser Ryam_Redwyne. Criston wore Rhaenyra's favor in a tournament in 111 AC where he unhorsed Ser Gwayne_Hightower, younger brother and champion to King Viserys's second wife and queen, Alicent_Hightower. Half a year later, Daemon departed the capital after quarreling with his royal brother. According to Mushroom, Daemon had given explicit lessons to Rhaenyra so that she could seduce the noble Criston. When Rhaenyra finally approached the knight, however, the horrified Criston rejected the girl."
Criston Wylde,Criston_Wylde,Criston Wylde was a knight of House Wylde during the reign of King Daeron_II_Targaryen. Ser Criston is listed on the roll of arms as a competitor in the tourney at Ashford Meadow in 209 AC.
Cromm,Cromm,"Cromm is one of the crew on Asha_Greyjoy's ship, Black Wind."
Lord Commander Crowl,Lord_Commander_Crowl,Lord Commander Crowl was a member of House Crowl who served as Lord Commander of the Night's Watch over a thousand years ago. His given name has not been revealed.
Cuger,Cuger,Cuger is a recruit of the Night's Watch.
Culiper,Culiper,"Culiper was a maester of the Citadel who served House Targaryen at Dragonstone during the reign of King Jaehaerys_I_Targaryen. Culiper served at Dragonstone since Queen Visenya_Targaryen's day. By 50 AC, he was being assisted by two younger maesters.[N 1] Culiper wrote about King Jaehaerys_I_Targaryen, during the king's time on Dragonstone during his minority. He later wrote to the Citadel about Androw_Farman, the husband of Queen Rhaena_Targaryen_(daughter_of_Aenys_I). In 54 AC, when a sickness struck Dragonstone, Culiper ruled out the sweating sickness, the shaking sickness, and greyscale, and informed Rhaena that a number of diseases were suspect. Culiper was the first to die of the illness, two days after he first felt ill. After Culiper's death, all the female close friends of Queen Rhaena died of the same illness. Once the symptoms of the illness were described to the small council of King Jaehaerys by Maester Anselm, Culiper's successor, Lord Rego_Draz recognized it as the symptoms of the tears of Lys, a strong poison. Draz hypothesized that Culiper had been poisoned first because he would have recognized the signs of the poison. Queen Rhaena's husband, Androw Farman, later admits that he had poisoned Culiper and the others, as revenge on Rhaena and her friends, who had belittled him."
Cutjack,Cutjack,Cutjack is one of the recruits for the Night’s Watch found by Yoren and is part of the band marching north to the Wall. Cutjack used to be a stonemason.
Cynthea Frey,Cynthea_Frey,Cynthea Frey is the only daughter of Ser Geremy_Frey and Carolei_Waynwood. She is a ward of Lady Anya_Waynwood.
Cyrelle Tarbeck,Cyrelle_Tarbeck,"Cyrelle Tarbeck was a member of House Tarbeck and the younger daughter of Lord Walderan_Tarbeck and Ellyn Tarbeck. According to a semi-canon source, Lady Ellyn_Reyne named her second daughter after Cerelle_Lannister_(daughter_of_Tybolt), as an attack against Gerold_Lannister, Lord of Casterly Rock and the late Cerelle's uncle, who had been suspected of causing his niece's death. During the Reyne-Tarbeck rebellion, Lord Tywin_Lannister ordered the executions of Cyrelle's unnamed husband and her father, Lord Walderan_Tarbeck. Cyrelle and her sister Rohanne_Tarbeck were taken captive during Tywin's assault on Tarbeck Hall. Some stories claim that Tywin ordered their tongues removed before they were forced to join the silent sisters."
Cyrenna Swann,Cyrenna_Swann,"Cyrenna Swann was a noblewoman from House Swann and the second wife of Lord Walder_Frey, with whom she had two sons, Ser Jared_Frey and Septon Luceon_Frey. Her relation to Gulian_Swann, Lord of Stonehelm, is unknown."
Daario Naharis,Daario_Naharis,"Daario Naharis is a Tyroshi captain of the sellsword company, the Stormcrows. In the television adaptation Game of Thrones, Daario is portrayed by Ed Skrein (Season 3) and Michiel Huisman (Seasons 4 - 6)."
Dacey Mormont,Dacey_Mormont,"Dacey Mormont is the heir of House Mormont. She is the daughter of Maege_Mormont, Lady of Bear Island, and the niece of Jeor_Mormont, Lord Commander of the Night's Watch. At an age when most girls would receive dolls, Dacey was given a morningstar."
Dacks,Dacks,"Dacks was a squire for a Redfort of Redfort. Dacks was the squire of a Redfort knight, possibly Lord Horton_Redfort, during the time when Robert_I_Baratheon and Eddard_Stark were fostering at the Eyrie with Lord Jon_Arryn. Robert once threw a rotten orange at Dacks, beginning a food fight in the castle's High Hall."
Daegon Shepherd,Daegon_Shepherd,"Daegon Shepherd, known as the Black Shepherd, is the captain of the ship Dagger in the Iron Fleet. He is under the command of Victarion_Greyjoy."
